employee_id,name,nationality,department,job_title,salary,age,years_of_experience,performance_score,manager_rating,attrition,join_date
797,Lee Boone,American,Management,General Manager,37539.67,49,21,1.08,2.15,1,2004-11-28
798,Gina Watkins,Pakistani,Logistics,Supply Chain Analyst,18928.49,43,8,4.69,4.41,0,2017-09-23
799,Jennifer Miller,Filipino,Legal,Compliance Manager,47488.63,45,14,4.18,4.2,0,2011-07-08
800,Marcus Carlson,American,HR,Recruiter,20520.91,33,22,1.8,3.42,1,2003-10-24
801,Matthew Anderson,Jordanian,Operations,Operations Analyst,19363.93,23,7,2.44,2.04,0,2019-02-20
802,Chelsea Hoffman,Bangladeshi,HR,HR Officer,19057.37,36,11,1.48,1.9,1,2014-11-28
803,Emily Marks,American,Logistics,Logistics Coordinator,25718.99,54,9,3.42,1.42,1,2016-10-08
804,Peter Holmes,Indian,HR,HR Manager,24070.36,28,20,4.29,1.17,1,2005-07-05
805,Kelly Herring,Bangladeshi,Marketing,Brand Manager,27393.78,50,6,4.05,2.99,0,2020-03-02
806,Melissa Calderon,Bangladeshi,IT,Data Analyst,43792.4,50,4,4.88,4.08,1,2021-09-19
807,Julia Harris,Pakistani,Logistics,Warehouse Manager,7875.14,45,6,3.86,2.66,0,2020-01-15
808,Michelle Parker,Bangladeshi,Legal,Legal Officer,16209.74,49,8,2.65,2.64,0,2017-08-29
809,David Bird,British,Customer Service,CS Representative,16552.28,55,5,4.77,1.34,0,2021-02-24
810,Robert Ross,Jordanian,Legal,Compliance Manager,11669.22,31,25,4.61,1.23,0,2000-05-24
811,Joshua Curry,Emirati,Legal,Compliance Manager,49860.23,57,13,4.49,3.89,0,2012-11-26
812,Barbara Moore,American,Logistics,Warehouse Manager,26249.91,47,20,2.78,1.82,0,2005-07-11
813,Dustin Wang,Pakistani,Marketing,Digital Marketer,18326.16,34,21,4.52,1.34,0,2004-11-05
814,Jeremy Sanders,Emirati,Logistics,Logistics Coordinator,10702.16,54,10,3.21,3.09,0,2016-02-29
815,Adam Bright,Bangladeshi,Logistics,Supply Chain Analyst,11691.18,41,19,3.91,4.95,1,2007-04-23
816,Lorraine Hernandez,Filipino,Logistics,Warehouse Manager,8723.89,29,12,2.79,3.29,1,2013-11-29
817,Amanda Rowe,Lebanese,Management,General Manager,61452.06,56,19,4.38,1.94,0,2006-06-16
818,David Nixon,American,Legal,Legal Officer,43188.05,28,17,2.31,3.33,0,2008-11-19
819,Tony Merritt,Filipino,IT,IT Manager,26453.38,48,23,1.33,1.25,0,2002-09-23
820,Kimberly Flynn,Lebanese,HR,HR Director,25951.03,47,12,3.35,3.08,0,2014-01-06
821,Susan Nichols,Pakistani,Legal,Compliance Manager,41005.8,53,15,3.93,2.67,0,2010-09-06
822,Nicole Ramsey,Emirati,Customer Service,CS Manager,19520.48,54,5,4.45,1.47,1,2020-09-19
823,Denise Sosa,Egyptian,IT,Software Engineer,24142.61,29,18,3.41,2.63,1,2007-08-04
824,Terrance Thomas,Pakistani,Logistics,Warehouse Manager,8590.33,41,5,4.96,2.21,0,2021-03-07
825,Ashley Mendoza,Emirati,Legal,Legal Officer,52156.93,41,2,4.56,1.86,0,2023-09-11
826,Anthony Lyons,British,Logistics,Supply Chain Analyst,7486.42,24,12,2.67,3.29,0,2013-11-30
827,Jacqueline Hunt,Bangladeshi,Management,Team Lead,64526.83,54,5,3.55,4.05,0,2021-03-04
828,Edward Smith,American,Management,Director,55533.32,46,22,1.93,2.58,0,2003-06-15
829,Francis Edwards,Indian,HR,HR Officer,26801.84,58,6,3.52,4.09,0,2019-06-24
830,Amanda Bartlett,Emirati,Operations,Operations Analyst,19004.02,25,20,4.83,3.09,0,2005-09-08
831,Matthew Ryan,American,Logistics,Logistics Coordinator,27172.29,39,6,4.15,1.98,0,2019-07-28
832,Teresa Rodriguez,Pakistani,Logistics,Supply Chain Analyst,13049.49,59,20,1.18,4.45,1,2005-10-12
833,Charles Dunlap,Pakistani,Finance,Accountant,19743.15,38,17,1.36,4.92,0,2008-12-27
834,Deanna Hoffman,Pakistani,Sales,Sales Executive,9957.74,41,25,4.81,3.71,1,2000-12-09
835,Joshua Farrell,Emirati,Finance,Accountant,22427.77,42,10,1.57,4.57,1,2016-03-20
836,Mr. Edward Gonzalez,Egyptian,Operations,Operations Analyst,20328.11,37,25,2.97,4.01,0,2001-03-27
837,Roger Ramirez,Egyptian,Marketing,Digital Marketer,22487.39,26,15,2.94,2.63,0,2011-05-13
838,Stephanie Gutierrez,Indian,Management,General Manager,21598.11,57,22,3.61,1.5,0,2003-10-08
839,Steven Davis,American,IT,Software Engineer,31158.03,32,12,4.13,3.15,0,2013-08-10
840,Richard Lester,Egyptian,Finance,Finance Manager,43561.23,40,15,3.61,1.67,1,2010-09-18
841,Kelly Singh,Lebanese,Legal,Legal Officer,47909.74,35,12,3.34,3.04,1,2013-08-21
842,Gina Khan,Filipino,Sales,Account Manager,20045.06,29,3,4.32,3.9,0,2022-10-10
843,Katherine Norman,Filipino,Logistics,Warehouse Manager,25446.5,43,11,3.54,4.92,0,2015-01-02
844,Stephanie Mitchell,Lebanese,Marketing,Brand Manager,12897.47,60,11,2.31,4.66,1,2015-05-20
845,Ronnie Huffman,Jordanian,Finance,Financial Analyst,32890.14,48,1,3.22,3.79,0,2024-10-29
846,Susan Jackson,Bangladeshi,HR,HR Director,7866.53,50,18,3.69,2.41,0,2007-07-20
847,Nathaniel Smith,Filipino,IT,Software Engineer,42286.66,22,25,1.5,2.48,1,2001-05-20
848,Jane Lopez,Filipino,Sales,Sales Manager,37406.16,44,22,1.77,4.27,0,2004-01-31
849,Jacob Bell,Indian,Marketing,Brand Manager,14861.18,60,2,1.84,1.78,0,2023-10-29
850,Christopher Barton,Lebanese,Management,General Manager,47110.74,57,17,1.78,3.96,0,2008-07-18
851,Christopher Morris,Egyptian,HR,HR Manager,10590.9,26,19,1.51,4.73,0,2006-08-29
852,Kevin Velazquez,Emirati,Finance,Finance Manager,33076.18,38,23,3.72,4.53,1,2002-10-18
853,Christine Thomas,Emirati,Legal,Compliance Manager,22331.6,55,14,2.87,2.45,0,2012-01-28
854,Kristen Stewart,Filipino,Legal,Legal Counsel,30198.77,22,18,2.57,2.34,0,2008-05-10
855,David Salinas,Emirati,Legal,Compliance Manager,51264.78,34,3,1.66,2.24,0,2023-03-31
856,Alicia Hughes,Emirati,Legal,Compliance Manager,36663.88,43,1,4.36,1.99,0,2024-11-25
857,Holly Meadows,Indian,Logistics,Logistics Coordinator,26758.05,60,8,3.48,4.06,0,2017-07-28
858,John Martinez,Egyptian,Finance,CFO,21963.62,26,2,4.13,1.25,0,2024-04-20
859,Anthony Lam,British,HR,HR Manager,25971.8,57,4,1.21,4.4,0,2021-07-07
860,Jennifer Brown,Indian,Management,Director,55560.53,51,22,2.54,4.18,0,2003-07-11
861,Marcus Day,Lebanese,Finance,Accountant,27136.88,59,15,1.77,1.41,0,2011-04-18
862,Alyssa Brown,Filipino,Management,General Manager,56428.64,38,5,2.42,2.93,0,2021-02-13
863,Marcus Hall,Lebanese,Finance,Accountant,12724.19,59,2,2.74,4.84,0,2023-12-11
864,Alexander Garcia,Pakistani,IT,Software Engineer,21655.65,43,16,2.16,4.88,0,2009-06-20
865,Jacob Meyer,Filipino,Operations,Operations Analyst,25660.41,57,17,4.43,2.69,0,2009-02-09
866,Mary Mercado,Lebanese,Marketing,Brand Manager,25700.08,51,7,3.4,2.32,0,2018-11-30
867,Donald Williams,Filipino,Legal,Legal Counsel,17302.6,51,11,4.5,4.64,0,2015-05-20
868,April Fleming,Filipino,Operations,Operations Manager,20974.08,37,15,2.92,4.07,0,2010-11-11
869,Matthew Bradley,Filipino,IT,Data Analyst,23875.5,26,1,2.43,3.22,1,2024-10-05
870,Samuel Sanchez,Jordanian,Finance,Accountant,15367.55,40,1,1.7,4.54,0,2024-11-26
871,Jason Chavez,Indian,IT,Data Analyst,9881.17,38,7,4.64,1.08,0,2018-11-07
872,David Nichols,British,Operations,Coordinator,16948.89,45,10,4.24,3.64,0,2015-07-06
873,Scott Webb,Bangladeshi,HR,HR Director,11044.1,30,4,4.18,1.77,1,2021-11-09
874,Julia Porter,Filipino,Operations,Operations Analyst,24313.98,59,2,1.76,3.14,0,2023-12-03
875,Chloe Davis,Lebanese,Sales,Sales Executive,35099.59,59,5,4.54,1.84,1,2020-09-21
876,Amy Li,Bangladeshi,IT,IT Manager,24912.75,54,17,2.5,3.08,0,2008-05-23
877,Jonathan Henson,Filipino,Customer Service,CS Representative,9025.03,47,16,3.55,4.16,0,2010-02-05
878,Angela Castillo,Egyptian,Customer Service,CS Manager,10938.5,41,8,2.7,2.51,0,2017-11-10
879,Scott Mckinney,Jordanian,HR,Recruiter,28045.44,40,5,2.78,2.41,0,2020-09-23
880,Christopher Higgins,Pakistani,Legal,Compliance Manager,31039.79,48,15,2.47,2.99,1,2011-05-10
881,Samantha Alexander,Indian,Operations,Operations Manager,21488.52,44,9,4.61,2.18,0,2016-08-14
882,Bobby Willis,Egyptian,Operations,Operations Manager,8846.11,45,4,1.15,1.8,1,2021-12-02
883,Shawn Knox,Emirati,Sales,Sales Manager,30286.21,30,7,4.99,4.01,0,2019-01-07
884,Caitlyn Phillips PhD,American,Sales,Account Manager,32843.23,47,12,4.78,4.29,0,2014-05-15
885,Ashley West,Jordanian,Logistics,Warehouse Manager,26932.75,47,25,1.91,3.89,1,2001-01-25
886,Edward Patterson,British,Logistics,Logistics Coordinator,16312.24,51,25,2.36,1.34,0,2000-10-17
887,Amanda Nelson,American,Customer Service,CS Manager,17794.16,23,15,2.5,3.31,1,2011-05-18
888,Sandra Suarez,Egyptian,Marketing,Brand Manager,13313.74,49,11,3.74,2.61,0,2014-08-19
889,Logan Craig,Lebanese,Management,VP,51892.53,24,1,4.69,1.61,0,2024-11-30
890,Phyllis Smith,American,Legal,Legal Counsel,52691.17,26,7,3.14,1.75,1,2018-08-02
891,Brian Wong,Pakistani,Sales,Sales Executive,12656.98,57,3,1.71,4.31,0,2023-05-06
892,Carrie Anderson,Jordanian,HR,HR Officer,14946.89,36,13,2.16,3.1,1,2012-11-14
893,Toni Howard,American,IT,Software Engineer,44248.0,48,11,2.56,4.96,1,2014-10-19
894,Michael Rodriguez,Lebanese,Legal,Legal Counsel,15846.95,35,7,2.24,4.27,0,2019-02-28
895,Jonathan Craig,British,Sales,Account Manager,13698.1,51,19,2.1,1.03,1,2007-04-21
896,Paul Madden,Egyptian,Operations,Coordinator,13893.4,58,17,4.52,2.84,0,2009-04-06
897,Annette Martinez,Filipino,Customer Service,CS Representative,15504.75,41,12,2.56,4.29,0,2013-10-21
898,Miss Debra Nelson,Emirati,Management,General Manager,43084.98,46,24,4.64,1.73,0,2001-11-04
899,Melanie Smith,American,IT,IT Manager,45184.79,56,9,2.17,4.67,0,2017-01-29
900,Seth Nichols,American,Logistics,Logistics Coordinator,27896.96,26,4,4.02,3.02,0,2021-10-22
901,Katelyn Lane,British,Sales,Sales Manager,23700.13,51,7,1.11,3.56,0,2018-09-26
902,Kristen Hansen,American,Legal,Compliance Manager,27850.34,22,7,2.0,3.84,1,2018-06-11
903,Jacob Andrade,Pakistani,Customer Service,CS Representative,6238.23,37,3,3.85,2.75,0,2022-12-28
904,Colleen Gomez,Emirati,Finance,Finance Manager,11719.06,40,20,1.5,3.97,1,2005-06-14
905,Thomas Moore,Emirati,IT,Software Engineer,23681.57,35,15,3.86,4.57,0,2010-10-08
906,Pamela Andersen,Filipino,Legal,Compliance Manager,23874.59,25,23,3.39,1.19,0,2003-02-10
907,William Lynch,Indian,Operations,Operations Analyst,8193.27,48,7,1.11,1.06,0,2018-06-06
908,James Wise,Jordanian,HR,HR Manager,11700.72,32,22,1.18,3.05,0,2003-12-10
909,William Reid,Bangladeshi,Management,General Manager,75731.28,47,7,4.76,1.48,1,2018-11-19
910,Dawn Garrett,Lebanese,Finance,Finance Manager,32197.73,22,13,2.56,2.84,1,2012-12-30
911,Anna Murray,Jordanian,Finance,Accountant,40762.02,48,3,2.21,3.4,0,2023-03-28
912,Matthew Stark,Pakistani,Sales,Account Manager,26795.62,46,4,3.71,4.89,0,2021-11-30
913,Jennifer Wang,Filipino,Marketing,Digital Marketer,20499.65,43,22,1.07,4.65,0,2003-09-05
914,Deborah Bennett,British,Management,General Manager,79244.76,36,23,1.08,4.04,1,2003-01-23
915,Tracey Howard,Emirati,Management,General Manager,18895.0,45,3,2.99,1.81,1,2022-06-25
916,Jonathan Holt,Jordanian,Management,VP,63051.62,43,15,1.54,2.27,0,2011-05-02
917,Paige Lee,Filipino,Sales,Account Manager,7781.88,43,25,2.37,1.82,1,2000-06-18
918,Evan Jackson,Indian,Operations,Operations Analyst,26944.94,55,20,2.29,2.77,1,2005-09-14
919,John Thornton,Filipino,Finance,Financial Analyst,44704.47,35,21,1.5,1.69,0,2005-02-08
920,Christine Duncan,Egyptian,Legal,Compliance Manager,31018.34,32,24,3.89,1.98,1,2002-01-17
921,Joshua Davis,British,Management,VP,77902.18,34,15,2.09,4.13,1,2010-11-19
922,Christina Hopkins,Emirati,IT,IT Manager,27096.42,54,16,3.44,2.73,0,2009-09-18
923,Paula Brown,British,Legal,Compliance Manager,44148.62,41,3,3.38,1.61,0,2023-01-08
924,Mark Vazquez,Filipino,Sales,Sales Executive,16346.45,57,15,3.42,1.29,1,2010-09-24
925,Bailey Stanley,British,Operations,Coordinator,6308.02,54,1,3.92,2.5,0,2024-10-18
926,Seth Jones,British,Marketing,Digital Marketer,20707.43,59,13,1.28,4.54,0,2013-03-19
927,Kenneth Allen,American,IT,Data Analyst,40280.99,38,7,4.09,4.01,0,2018-05-22
928,Kelly Lang,Emirati,Finance,Accountant,22257.33,49,21,3.94,1.97,1,2004-11-19
929,Ryan Williams,Emirati,Sales,Sales Executive,22030.54,31,20,2.02,3.41,0,2006-03-02
930,Nicole Allison,Filipino,HR,HR Director,26925.07,46,21,2.59,3.34,0,2004-08-31
931,Brandon Curtis,Egyptian,IT,IT Manager,19367.72,41,14,3.0,3.13,0,2011-07-26
932,Michael Smith,Egyptian,HR,HR Officer,24813.05,44,4,4.26,2.08,1,2021-10-28
933,Christopher White,British,IT,IT Support,9064.72,26,16,4.09,2.67,0,2009-12-26
934,Megan Torres,Lebanese,IT,IT Support,16642.4,30,12,1.79,1.73,0,2013-10-03
935,Tina Campbell,American,IT,Software Engineer,11418.26,33,7,4.24,1.77,0,2018-10-23
936,Kelsey Neal,American,IT,IT Manager,21018.15,46,3,1.5,1.26,1,2023-01-19
937,Craig Johnson,Jordanian,HR,HR Officer,8709.58,22,1,3.66,4.16,1,2025-01-30
938,Calvin Davila,Bangladeshi,Legal,Compliance Manager,33403.34,39,20,4.73,2.89,0,2005-10-16
939,Veronica Schneider,Bangladeshi,Marketing,Marketing Executive,29871.72,45,11,3.66,2.51,1,2014-11-20
940,Kara Roman,Indian,Finance,Finance Manager,40210.04,47,15,3.9,4.55,1,2010-07-18
941,Angela Foster,Bangladeshi,Operations,Operations Analyst,16846.03,52,12,3.06,3.64,1,2013-06-29
942,Joshua Johnson,Indian,Marketing,Brand Manager,34148.73,42,2,3.71,1.93,0,2023-07-10
943,Robert Fisher,Jordanian,Legal,Legal Counsel,54409.22,28,16,3.94,2.18,1,2010-03-10
944,Olivia Carrillo,Pakistani,Logistics,Supply Chain Analyst,8812.95,27,2,2.21,3.69,0,2023-09-22
945,Claire Clayton,Indian,HR,HR Officer,25553.98,37,16,1.97,1.68,0,2009-05-29
946,Dylan Wilkerson,American,Legal,Legal Counsel,11314.98,42,23,4.61,4.07,1,2003-01-13
947,David Myers,Filipino,HR,HR Officer,10801.18,56,22,3.53,2.97,0,2003-12-05
948,Joshua Baker,Filipino,Marketing,Marketing Executive,32484.68,46,13,3.62,4.14,0,2012-10-10
949,Kristin Marshall,Lebanese,Sales,Sales Manager,16602.22,29,4,1.36,3.96,0,2022-03-21
950,Shelia Brown,British,IT,IT Manager,48116.81,58,11,3.95,2.24,0,2015-02-13
951,Kimberly Barnes,Emirati,Marketing,Digital Marketer,17220.67,30,25,3.08,3.41,0,2000-11-03
952,Larry Terry,Egyptian,Customer Service,CS Representative,7170.51,40,11,4.35,3.0,0,2014-07-18
953,Donna Good,Lebanese,Finance,CFO,19845.16,54,20,4.96,1.49,0,2005-05-27
954,Laura Gray,Filipino,Operations,Coordinator,12995.88,46,16,1.24,4.24,1,2010-02-04
955,Alexander Martinez,Emirati,Finance,CFO,14623.75,53,25,3.91,2.2,0,2001-03-04
956,Betty Smith,Egyptian,Marketing,Digital Marketer,25981.16,44,14,4.03,2.56,0,2011-12-29
957,Stephanie Holt,Egyptian,Operations,Operations Manager,26550.05,47,23,1.39,2.29,0,2003-04-27
958,Annette Smith,Emirati,IT,Data Analyst,14640.0,52,19,2.16,1.58,1,2007-02-12
959,Daniel Hunt,Emirati,Management,Team Lead,59090.66,31,4,2.51,4.93,0,2022-02-22
960,Angela Bowers,Pakistani,Marketing,Digital Marketer,12029.72,25,16,1.47,3.06,1,2009-10-12
961,Kyle Thompson,British,Legal,Legal Counsel,11529.68,37,8,2.59,2.21,0,2018-02-21
962,Jeremy Garrett,Indian,HR,HR Officer,19982.87,46,25,2.1,3.61,0,2001-03-24
963,Daniel Turner,Egyptian,HR,HR Officer,24959.46,54,16,1.9,3.35,0,2009-09-19
964,Billy Miller,Jordanian,Management,General Manager,39957.39,49,6,2.19,1.5,1,2019-05-20
965,Katelyn Simpson,Jordanian,Legal,Legal Counsel,10888.59,57,23,4.27,4.13,0,2003-04-22
966,Alexander Henderson,Pakistani,Logistics,Warehouse Manager,24014.21,29,23,4.01,1.83,0,2003-03-25
967,Cheyenne Lewis,Indian,IT,Data Analyst,31743.59,42,1,1.49,1.52,1,2025-02-25
968,Alexandra Reyes,Emirati,Finance,Accountant,44257.35,54,3,2.19,4.87,1,2022-06-17
969,Julie Brown,Lebanese,Sales,Sales Manager,38225.08,55,2,4.62,2.17,0,2024-03-08
970,Melissa Mills,Emirati,Marketing,Marketing Executive,32501.93,44,17,3.42,3.04,0,2008-06-17
971,Kevin Fuentes,Egyptian,Finance,Accountant,13241.69,35,7,4.83,3.41,1,2018-11-18
972,Hannah Duran,Indian,Management,Director,19833.38,38,14,2.04,3.6,1,2011-10-01
973,Jesse Powell,Filipino,Legal,Legal Counsel,16445.98,35,23,1.28,3.93,0,2002-06-02
974,Robert Ruiz,British,Marketing,Marketing Executive,25404.91,54,19,3.42,2.68,0,2006-10-13
975,John Cole,Indian,Management,Director,20039.1,29,8,3.13,3.74,0,2017-12-03
976,Jennifer Giles,British,Marketing,Marketing Executive,14651.08,36,25,2.09,1.39,0,2001-01-31
977,Mary Williams,Lebanese,HR,Recruiter,21741.32,41,6,3.36,4.23,1,2019-11-23
978,Craig Garrison,Jordanian,Logistics,Warehouse Manager,19364.27,25,9,1.68,4.79,0,2016-11-25
979,Edwin Smith,Pakistani,Management,General Manager,45996.02,30,13,2.04,3.75,0,2012-06-19
980,Margaret Townsend,Lebanese,Legal,Compliance Manager,43094.01,25,19,4.67,3.56,0,2007-01-16
981,Alan Walker,Jordanian,Customer Service,CS Manager,11584.4,44,6,4.19,3.01,0,2019-10-13
982,Heidi Hoffman,Indian,Operations,Operations Analyst,21255.25,27,10,4.79,2.63,0,2016-04-04
983,Dr. Summer Frye,British,Operations,Coordinator,9962.72,25,3,1.34,2.14,0,2023-05-14
984,Jared Kelly,Indian,Logistics,Supply Chain Analyst,9001.42,53,24,3.06,4.99,0,2001-06-01
985,Jessica Lee,Jordanian,Finance,Financial Analyst,15036.81,22,20,3.86,3.81,0,2006-01-18
986,Kayla Thompson,Jordanian,Management,Director,77702.08,55,15,4.62,1.7,0,2011-03-15
987,Brett Dillon,Jordanian,Finance,Financial Analyst,26333.79,32,14,2.49,1.45,0,2012-01-15
988,Mrs. Barbara Robinson,Egyptian,Sales,Account Manager,22943.11,38,10,1.85,3.95,0,2016-01-30
989,Gregory Bradshaw,Bangladeshi,Logistics,Logistics Coordinator,26579.12,53,2,1.23,1.02,0,2023-12-18
990,Robert Walker,Indian,Finance,Accountant,40937.26,33,12,2.61,1.04,0,2014-02-09
991,Eric Hamilton,Bangladeshi,Legal,Compliance Manager,51089.91,22,4,1.62,3.63,1,2021-10-29
992,Linda Rodgers,Pakistani,Marketing,Marketing Executive,31981.41,56,14,4.25,1.43,0,2011-10-10
993,Michael Franklin,Emirati,Marketing,Marketing Executive,19150.88,44,24,4.53,3.84,1,2001-12-30
994,Tami Smith,Egyptian,Legal,Legal Officer,43476.58,24,14,1.64,1.8,0,2011-06-16
995,Eugene Chavez,British,Legal,Legal Officer,34755.57,30,16,2.3,4.06,0,2009-09-08
996,John Patterson,Emirati,HR,Recruiter,29195.96,30,4,1.62,3.0,0,2022-01-18
997,Erica Sullivan,Filipino,Legal,Legal Counsel,43184.42,49,20,2.92,2.13,1,2005-10-16
998,Roy Turner,Filipino,IT,IT Manager,29960.83,37,24,2.12,1.46,1,2001-05-31
999,Jean Hale,Pakistani,Operations,Operations Analyst,22955.06,28,16,3.8,3.01,0,2009-07-24
1000,Sharon May,Filipino,HR,HR Officer,18235.93,39,5,4.96,4.72,0,2020-07-08
1001,Deborah Mata,American,Finance,Financial Analyst,23070.0,41,13,3.8,4.92,0,2012-10-15
1002,Brandy Peterson,British,Logistics,Logistics Coordinator,20165.21,41,14,1.44,2.45,0,2011-05-23
1003,Anthony Jackson,Egyptian,Marketing,Digital Marketer,12089.05,22,2,1.21,3.98,1,2023-09-20
1004,Amy Stuart,Jordanian,HR,HR Manager,12175.52,53,14,2.45,2.22,1,2012-05-15
1005,Alexandra Hudson,Egyptian,Marketing,Marketing Executive,27756.18,45,12,3.97,3.36,0,2014-01-20
1006,Kelly Lam,Filipino,Management,General Manager,20670.03,28,13,1.52,3.97,1,2012-07-25
1007,Stephen Sanford,Jordanian,Customer Service,CS Manager,6123.19,56,4,3.48,2.21,0,2022-02-05
1008,Michelle Johnson,Bangladeshi,IT,Data Analyst,14241.11,48,2,3.2,2.01,0,2023-08-06
1009,David Reed,Emirati,Customer Service,CS Representative,15759.89,49,21,1.27,2.68,0,2004-09-08
1010,Mrs. Megan Edwards MD,Filipino,Management,VP,60285.9,30,9,2.16,4.82,1,2016-05-30
1011,Cassandra Scott,Jordanian,Customer Service,CS Supervisor,12987.05,54,22,4.89,1.66,0,2003-11-09
1012,Justin Ryan,Jordanian,Legal,Compliance Manager,22217.24,33,20,1.01,3.29,0,2006-05-19
1013,Jose Mendez,Indian,Logistics,Logistics Coordinator,21852.74,38,23,2.21,1.88,0,2002-08-15
1014,Lauren Williams,Egyptian,Operations,Operations Analyst,18805.58,40,2,1.16,1.59,0,2024-03-11
1015,Samantha Roth,Indian,Operations,Coordinator,18830.28,22,7,3.59,3.53,0,2018-12-05
1016,Aaron Holmes,Emirati,Logistics,Supply Chain Analyst,21885.75,48,9,4.59,2.18,0,2016-07-04
1017,Gary Jackson,Indian,Operations,Coordinator,29165.46,33,24,2.02,1.06,0,2001-07-30
1018,Joshua Mcgrath,Filipino,Legal,Legal Counsel,21580.53,60,21,3.2,4.27,1,2005-01-06
1019,Candace Bates,American,Legal,Legal Officer,30072.52,49,5,2.47,4.61,1,2021-02-16
1020,Stephen Hart,British,IT,IT Support,32355.98,33,7,3.59,1.08,1,2019-02-19
1021,Traci Clayton,Pakistani,HR,HR Officer,9017.36,37,5,2.82,3.58,0,2020-08-23
1022,Alicia Thomas,Pakistani,Management,General Manager,39561.88,23,4,1.44,1.05,0,2022-04-27
1023,Michael Robertson,Jordanian,HR,Recruiter,10993.8,60,9,1.05,4.87,0,2017-03-27
1024,David Nolan,Pakistani,HR,HR Manager,10898.44,58,7,4.57,4.26,1,2018-09-17
1025,Amanda Morales,Indian,Finance,CFO,33605.52,56,18,1.49,4.3,1,2007-12-23
1026,Brittany Wells,Filipino,IT,IT Manager,46398.85,23,1,1.91,2.54,0,2024-12-23
1027,Anthony James,Lebanese,HR,Recruiter,11747.65,29,16,1.9,4.83,1,2010-04-13
1028,Lisa Martin,Bangladeshi,HR,HR Manager,32852.95,27,12,4.58,3.42,0,2013-08-23
1029,Gregory Miller,American,Legal,Legal Counsel,50190.29,41,5,3.5,2.15,0,2021-01-01
1030,Roy Casey,Pakistani,Marketing,Brand Manager,29700.14,26,9,4.16,4.45,0,2016-06-19
1031,Nicole Farmer,Pakistani,IT,Software Engineer,27314.51,52,13,4.26,1.45,0,2012-12-30
1032,Eric Jones,Lebanese,Marketing,Digital Marketer,12092.43,46,5,2.41,2.98,1,2020-10-20
1033,Randall Pittman,Jordanian,Marketing,Digital Marketer,29459.95,37,5,2.53,3.2,0,2020-09-09
1034,Jeffrey Griffin,Indian,Operations,Operations Analyst,8006.83,48,13,3.11,4.11,0,2013-01-29
1035,John Hess,Emirati,Marketing,Brand Manager,12691.83,23,1,2.45,2.9,1,2025-03-23
1036,Laura Mayo,Filipino,Marketing,Marketing Executive,29932.29,40,25,2.84,4.34,0,2000-10-21
1037,Tammy Bates,British,Operations,Operations Manager,23927.89,29,2,4.85,3.82,0,2024-05-05
1038,Kara Moreno,Pakistani,Finance,Finance Manager,11922.36,59,23,1.3,4.35,0,2003-05-09
1039,Andrew Washington,American,IT,IT Support,19046.88,22,3,3.28,4.25,1,2023-02-15
1040,Veronica Henry DVM,Emirati,Logistics,Supply Chain Analyst,26872.85,52,23,2.65,2.35,0,2002-06-03
1041,Tanya Velez,British,HR,HR Director,8680.02,24,5,3.42,1.69,1,2020-10-29
1042,David Rhodes,Egyptian,Logistics,Logistics Coordinator,24249.4,58,23,3.01,3.84,0,2003-03-05
1043,Natasha Mitchell,Pakistani,Logistics,Warehouse Manager,27514.38,30,13,3.97,2.6,1,2012-11-02
1044,Blake Austin,Pakistani,Logistics,Logistics Coordinator,24517.69,51,20,2.91,3.61,0,2005-11-10
1045,Robert Carr,Emirati,Marketing,Marketing Executive,18878.21,39,21,1.43,1.31,0,2004-12-03
